zipcode,major_city,radius_in_miles,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
47468,Unionville,5.0,1250,47.0,938,555,133700.0,51250.0
65641,Eagle Rock,7.0,1250,26.0,956,577,119900.0,40060.0
43728,Chesterhill,5.0,1250,34.0,604,488,70700.0,33529.0
22834,Linville,4.0,1250,70.0,499,462,221600.0,40357.0
98320,Brinnon,50.0,1250,13.0,1384,623,189300.0,39219.0
25564,Sod,5.0,1250,57.0,527,483,75800.0,31577.0
25676,Lenore,8.0,1250,43.0,526,480,38000.0,23365.0
85264,Fort Mcdowell,20.0,1249,6.0,425,388,197100.0,56842.0
30537,Dillard,5.0,1249,62.0,1604,564,239900.0,46946.0
47516,Bruceville,5.0,1249,42.0,559,516,121600.0,53806.0
50668,Readlyn,5.0,1249,37.0,525,512,124300.0,59286.0
51342,Graettinger,11.0,1249,15.0,609,534,76300.0,43650.0
04556,Edgecomb,4.0,1249,69.0,755,523,251700.0,56313.0
63751,Glenallen,5.0,1249,14.0,658,494,85600.0,31250.0
69347,Hay Springs,25.0,1249,3.0,690,565,63800.0,40250.0
04414,Brownville,15.0,1248,5.0,1224,541,87300.0,33839.0
43840,Stone Creek,5.0,1248,39.0,533,481,112800.0,50568.0
73450,Milburn,4.0,1248,13.0,594,507,82800.0,48523.0
66507,Maple Hill,13.0,1247,13.0,468,438,148600.0,67500.0
67879,Tribune,23.0,1247,2.0,629,525,78500.0,52847.0
63823,Bertrand,8.0,1247,31.0,566,531,56400.0,31302.0
26678,Mount Lookout,4.0,1247,87.0,578,495,121300.0,47910.0
54632,Genoa,7.0,1247,27.0,593,487,152600.0,55000.0
62545,Mechanicsburg,5.0,1246,45.0,509,472,107400.0,47760.0
52590,Seymour,12.0,1246,17.0,505,440,50600.0,39688.0
04434,Etna,5.0,1246,50.0,559,481,139200.0,50777.0
16233,Leeper,7.0,1246,31.0,1180,511,128300.0,52381.0
23356,Greenbackville,2.0,1246,351.0,996,562,198100.0,50833.0
54762,Prairie Farm,7.0,1246,25.0,574,496,118300.0,48229.0
92070,Santa Ysabel,16.0,1245,9.0,600,512,362000.0,50750.0
62827,Crossville,8.0,1245,19.0,608,550,53600.0,43750.0
41267,Warfield,6.0,1245,162.0,584,499,85200.0,27656.0
48469,Port Sanilac,4.0,1245,158.0,1035,601,94700.0,44438.0
48737,Glennie,10.0,1245,12.0,1596,603,76800.0,30898.0
18415,Damascus,6.0,1245,38.0,909,565,260600.0,43802.0
95689,Volcano,12.0,1244,45.0,793,589,335400.0,78352.0
61884,White Heath,6.0,1244,49.0,501,470,200000.0,85260.0
13680,Rensselaer Falls,8.0,1244,35.0,505,445,69500.0,48611.0
97040,Mosier,9.0,1244,24.0,649,530,240700.0,60536.0
72626,Cotter,4.0,1243,220.0,770,597,131400.0,31736.0
88041,Hanover,6.0,1243,3.0,809,618,145400.0,36286.0
28448,Kelly,12.0,1243,13.0,682,565,63100.0,37834.0
26032,Bethany,3.0,1243,103.0,292,259,100000.0,53125.0
04945,Jackman,22.0,1242,1.0,1502,548,121200.0,40300.0
79508,Buffalo Gap,2.0,1242,104.0,564,498,128300.0,65526.0
72482,Williford,10.0,1241,18.0,954,583,61100.0,19969.0
83286,Weston,7.0,1241,17.0,393,372,159600.0,54500.0
96023,Dorris,11.0,1240,5.0,603,501,105900.0,29792.0
21912,Warwick,6.0,1240,39.0,511,460,261000.0,75288.0
49876,Quinnesec,3.0,1240,359.0,529,496,89300.0,54085.0
65085,Westphalia,9.0,1240,22.0,519,451,124600.0,56250.0
59487,Vaughn,9.0,1240,24.0,559,506,144700.0,48190.0
58770,Parshall,19.0,1240,5.0,818,444,78900.0,70333.0
74425,Canadian,4.0,1240,76.0,813,507,91000.0,35000.0
22511,Lottsburg,4.0,1240,88.0,1007,564,289400.0,46000.0
54202,Baileys Harbor,8.0,1240,30.0,1711,618,265600.0,56563.0
92282,Whitewater,6.0,1239,17.0,607,478,89000.0,36544.0
95612,Clarksburg,9.0,1239,22.0,502,453,476100.0,58147.0
81424,Nucla,21.0,1239,4.0,656,540,150800.0,43750.0
40902,Arjay,6.0,1239,33.0,582,490,52100.0,26833.0
12997,Wilmington,9.0,1239,19.0,827,536,218200.0,53158.0
28772,Rosman,3.0,1239,98.0,657,525,88600.0,52064.0
53550,Juda,6.0,1239,26.0,481,454,168500.0,56897.0
04664,Sullivan,6.0,1238,35.0,830,529,161200.0,46607.0
56252,Kerkhoven,10.0,1238,17.0,543,508,102900.0,47656.0
56318,Burtrum,9.0,1238,31.0,873,493,193100.0,58125.0
56570,Osage,12.0,1238,13.0,816,527,171500.0,48125.0
57345,Highmore,34.0,1238,2.0,627,539,67500.0,48438.0
36528,Dauphin Island,9.0,1237,194.0,1817,581,234000.0,63542.0
62523,Decatur,0.6818181818181818,1237,2580.0,404,373,,8443.0
03777,Orford,7.0,1237,27.0,654,535,214700.0,73984.0
87025,Jemez Springs,24.0,1237,4.0,1189,606,250500.0,69554.0
25512,East Lynn,8.0,1237,26.0,631,506,46400.0,24167.0
81023,Beulah,10.0,1236,10.0,829,561,194200.0,53424.0
31789,Sumner,12.0,1236,19.0,538,488,65900.0,29358.0
21654,Oxford,4.0,1236,113.0,974,621,474500.0,66490.0
12932,Elizabethtown,9.0,1236,19.0,806,546,152500.0,45402.0
13796,Laurens,6.0,1236,55.0,635,507,147600.0,52950.0
43524,Hamler,5.0,1236,41.0,530,493,117900.0,59444.0
61327,Hennepin,9.0,1235,36.0,560,506,158600.0,62054.0
39336,Lawrence,9.0,1235,16.0,528,457,84400.0,40448.0
38371,Sardis,7.0,1235,29.0,648,536,73200.0,39091.0
55324,Darwin,9.0,1234,35.0,683,505,241400.0,56375.0
45339,Ludlow Falls,3.0,1234,86.0,540,497,134700.0,48750.0
47443,Lyons,9.0,1233,28.0,557,471,61200.0,33438.0
50162,Melbourne,7.0,1233,24.0,528,481,106000.0,58487.0
36524,Coffeeville,10.0,1232,7.0,878,534,78700.0,30777.0
06090,West Granby,4.0,1232,91.0,460,438,484400.0,128272.0
61230,Albany,6.0,1232,66.0,576,519,122900.0,55847.0
62431,Herrick,4.0,1232,22.0,549,482,68800.0,39604.0
66845,Cottonwood Falls,12.0,1232,8.0,573,479,70800.0,37014.0
71065,Pleasant Hill,5.0,1232,22.0,609,506,71600.0,36125.0
73546,Grandfield,8.0,1232,9.0,647,505,48500.0,38507.0
29518,Cades,6.0,1232,25.0,568,474,81100.0,32708.0
96008,Bella Vista,11.0,1231,34.0,485,451,209400.0,51500.0
62460,Saint Francisville,6.0,1231,27.0,564,502,55500.0,34583.0
47386,Springport,4.0,1231,69.0,508,473,132400.0,62841.0
47837,Carbon,5.0,1231,42.0,562,472,90700.0,53889.0
65590,Long Lane,8.0,1231,18.0,583,506,85900.0,33550.0
68662,Shelby,12.0,1231,13.0,539,489,89700.0,51184.0
03230,Danbury,7.0,1231,30.0,725,519,162500.0,51094.0
03262,North Woodstock,8.0,1231,22.0,1269,551,188300.0,49583.0
58369,Saint John,13.0,1231,18.0,574,437,60900.0,29375.0
58621,Beach,30.0,1231,3.0,730,594,81700.0,32778.0
54519,Conover,11.0,1231,15.0,1676,572,216000.0,40938.0
54749,Knapp,7.0,1231,32.0,539,501,144800.0,52045.0
62933,Energy,1.0,1230,856.0,578,538,130200.0,37697.0
62979,Ridgway,8.0,1230,16.0,619,552,60900.0,36141.0
41630,Garrett,5.0,1230,67.0,612,517,60100.0,31105.0
38721,Anguilla,11.0,1230,10.0,557,475,56000.0,55536.0
27947,Jarvisburg,3.0,1230,102.0,587,476,222400.0,36250.0
29685,Sunset,9.0,1230,14.0,1102,537,223100.0,66528.0
05038,Chelsea,7.0,1230,31.0,691,537,182100.0,53583.0
72084,Leola,10.0,1229,6.0,676,487,54600.0,38707.0
93653,Raymond,14.0,1229,5.0,570,507,303600.0,60750.0
62214,Addieville,8.0,1229,19.0,545,493,155400.0,59444.0
64484,Rushville,10.0,1229,17.0,582,498,86800.0,38938.0
24378,Troutdale,12.0,1229,15.0,826,568,104500.0,32926.0
72368,Moro,10.0,1228,9.0,644,530,58500.0,41375.0
47451,Oolitic,1.0,1228,661.0,613,557,87400.0,40385.0
39179,Vaughan,8.0,1228,15.0,501,444,73400.0,21607.0
63621,Arcadia,8.0,1228,19.0,634,528,94600.0,42955.0
89825,Jackpot,51.0,1228,29.0,651,469,14600.0,41220.0
13755,Downsville,8.0,1228,21.0,937,534,150500.0,41574.0
18059,Laurys Station,2.0,1228,768.0,469,449,293500.0,107917.0
38476,Primm Springs,6.0,1228,29.0,534,475,173400.0,61429.0
70036,Barataria,4.0,1227,280.0,625,458,201800.0,67578.0
25209,Whitesville,10.0,1227,45.0,639,542,61900.0,25417.0
25635,Man,9.0,1227,88.0,552,493,87400.0,50033.0
72350,Joiner,9.0,1226,16.0,559,491,52500.0,43000.0
95681,Sheridan,5.0,1226,71.0,438,406,233300.0,73229.0
31025,Elko,7.0,1226,19.0,508,458,135800.0,82143.0
38670,Sledge,7.0,1226,14.0,506,433,44200.0,27578.0
17985,Zion Grove,6.0,1226,47.0,638,499,151100.0,52895.0
57368,Plankinton,17.0,1226,5.0,550,470,84500.0,50192.0
83552,Stites,12.0,1225,14.0,622,529,143800.0,36579.0
71424,Elmer,7.0,1225,21.0,494,449,79500.0,39125.0
98605,Bingen,20.0,1225,28.0,538,486,196800.0,50708.0
47541,Holland,3.0,1224,61.0,515,476,99500.0,41607.0
68714,Bassett,25.0,1224,2.0,737,556,62600.0,48661.0
89001,Alamo,53.0,1224,1.0,559,457,161900.0,50446.0
14614,Rochester,0.5113636363636364,1224,5041.0,76,47,,3906.0
37141,Orlinda,4.0,1224,58.0,481,438,166000.0,44444.0
30746,Sugar Valley,7.0,1223,73.0,493,457,107700.0,49097.0
52037,Delmar,7.0,1223,18.0,515,481,118500.0,57112.0
71456,Natchez,6.0,1223,33.0,739,515,107900.0,34200.0
56293,Wabasso,9.0,1223,14.0,525,488,105500.0,51618.0
12967,North Lawrence,8.0,1223,33.0,495,441,76300.0,49444.0
95547,Hydesville,2.0,1222,162.0,506,477,336900.0,58250.0
32925,Patrick Afb,23.0,1222,393.0,462,347,,46571.0
52315,Newhall,6.0,1222,42.0,515,484,129600.0,61750.0
47177,Underwood,6.0,1221,73.0,509,474,121400.0,70893.0
74333,Bluejacket,11.0,1221,14.0,540,462,85900.0,53309.0
57385,Woonsocket,14.0,1221,5.0,637,527,70400.0,46622.0
61569,Trivoli,6.0,1220,31.0,519,499,149200.0,55476.0
69025,Curtis,14.0,1220,5.0,571,485,74300.0,43750.0
23915,Baskerville,8.0,1220,37.0,347,308,113400.0,46957.0
61239,Carbon Cliff,1.0,1219,730.0,509,480,91600.0,28934.0
41348,Lost Creek,6.0,1219,32.0,531,483,34800.0,25615.0
63954,Neelyville,10.0,1219,12.0,573,492,67500.0,26468.0
10501,Amawalk,1.0,1219,871.0,395,381,680900.0,143529.0
45849,Grover Hill,6.0,1219,28.0,518,465,74200.0,52891.0
78827,Asherton,17.0,1219,12.0,592,435,30300.0,24310.0
46960,Monterey,7.0,1218,29.0,623,472,84800.0,41964.0
23433,Suffolk,1.0,1218,717.0,543,510,305200.0,67222.0
26337,Cairo,8.0,1218,19.0,743,509,71400.0,37083.0
12903,Plattsburgh,2.0,1217,2106.0,649,591,127100.0,51681.0
16820,Aaronsburg,8.0,1217,43.0,547,431,167800.0,55947.0
54748,Jim Falls,8.0,1217,30.0,546,495,171100.0,49653.0
72845,Knoxville,4.0,1216,105.0,563,488,110800.0,34831.0
87941,Salem,1.0,1216,154.0,368,328,36600.0,17000.0
05769,Salisbury,6.0,1216,40.0,735,472,211100.0,47500.0
20143,Catharpin,3.0,1216,158.0,408,397,647900.0,139938.0
26425,Rowlesburg,11.0,1216,24.0,643,524,55400.0,45327.0
54511,Argonne,17.0,1216,4.0,1510,524,103600.0,37986.0
54761,Plum City,8.0,1216,30.0,518,484,148900.0,49345.0
47357,Milton,6.0,1215,35.0,537,481,93000.0,63641.0
52533,Batavia,9.0,1215,14.0,559,504,72500.0,49938.0
68956,Kenesaw,9.0,1215,12.0,493,456,103500.0,65625.0
05077,Tunbridge,6.0,1215,29.0,718,527,197400.0,58929.0
54626,Eastman,8.0,1215,18.0,776,501,141500.0,47232.0
62063,Medora,7.0,1214,25.0,493,448,104200.0,54074.0
14143,Stafford,4.0,1214,84.0,546,506,115200.0,53185.0
29922,Garnett,8.0,1214,9.0,644,459,29100.0,32989.0
84724,Elsinore,2.0,1214,314.0,475,428,122600.0,40284.0
25124,Liberty,5.0,1214,41.0,556,488,104900.0,40625.0
83234,Downey,14.0,1213,4.0,533,455,101800.0,46250.0
83255,Moore,13.0,1213,3.0,590,461,121800.0,41422.0
61465,New Windsor,6.0,1213,29.0,542,500,100300.0,57434.0
62661,Loami,6.0,1213,30.0,512,469,97000.0,57672.0
42076,New Concord,6.0,1213,29.0,868,535,75300.0,26678.0
49322,Coral,6.0,1212,47.0,590,432,96700.0,39500.0
88426,Logan,16.0,1212,2.0,1153,591,95000.0,33125.0
57577,Wanblee,22.0,1211,5.0,296,265,22800.0,45077.0
75451,Leesburg,6.0,1211,35.0,630,493,114500.0,43472.0
31309,Fleming,5.0,1210,50.0,497,443,158200.0,44511.0
61257,Hillsdale,7.0,1210,30.0,542,493,133800.0,49643.0
68402,Malcolm,5.0,1210,37.0,478,444,207000.0,82000.0
57761,New Underwood,28.0,1210,2.0,522,456,129300.0,59063.0
55929,Dover,9.0,1209,26.0,472,439,169100.0,75278.0
87553,Penasco,15.0,1209,59.0,626,499,105500.0,31667.0
99138,Inchelium,32.0,1209,2.0,735,457,108300.0,27500.0
54422,Curtiss,11.0,1209,31.0,411,377,121100.0,41984.0
52255,Lowden,6.0,1208,28.0,545,505,102800.0,47063.0
65040,Henley,7.0,1208,29.0,578,458,132200.0,68438.0
38454,Duck River,8.0,1208,20.0,548,470,81500.0,41289.0
36736,Dixons Mills,5.0,1207,29.0,524,447,54800.0,28333.0
42207,Bee Spring,4.0,1207,63.0,760,506,107100.0,40278.0
12719,Barryville,5.0,1207,70.0,738,454,198400.0,59485.0
27946,Hobbsville,10.0,1207,28.0,573,498,123200.0,36099.0
28531,Harkers Island,2.0,1207,539.0,1177,529,234200.0,51458.0
78829,Batesville,24.0,1207,2.0,523,382,46300.0,20536.0
72651,Midway,2.0,1206,163.0,663,563,98100.0,29183.0
63561,Queen City,9.0,1206,14.0,584,483,64800.0,37500.0
63653,Leadwood,0.9659090909090909,1206,834.0,493,424,55900.0,30313.0
13338,Forestport,16.0,1206,5.0,1567,522,116700.0,50625.0
79057,Mclean,14.0,1206,3.0,654,505,53800.0,41500.0
30820,Mitchell,8.0,1205,14.0,643,465,43200.0,48750.0
62972,Ozark,8.0,1205,18.0,682,494,91800.0,40714.0
50530,Dayton,8.0,1205,19.0,545,480,70800.0,35625.0
55775,Pengilly,9.0,1205,20.0,809,559,172600.0,51515.0
73447,Mannsville,7.0,1205,13.0,559,454,67200.0,41689.0
60602,Chicago,0.45454545454545453,1204,13833.0,791,569,325700.0,79957.0
50645,Ionia,13.0,1204,15.0,519,465,80400.0,36086.0
99119,Cusick,23.0,1204,3.0,952,502,170500.0,42917.0
52320,Olin,8.0,1203,20.0,547,496,98200.0,59167.0
80928,Colorado Springs,12.0,1202,4.0,489,432,157600.0,55368.0
61942,Newman,7.0,1202,17.0,579,512,72600.0,51806.0
04488,Stetson,5.0,1202,34.0,621,479,125000.0,53856.0
28363,Marston,8.0,1202,21.0,531,479,70500.0,36119.0
44804,Arcadia,4.0,1202,59.0,473,436,117500.0,60625.0
55065,Randolph,7.0,1201,37.0,444,434,243500.0,77778.0
65680,Kissee Mills,7.0,1201,56.0,612,515,96500.0,28765.0
43013,Croton,5.0,1201,62.0,471,447,183300.0,74792.0
23460,Virginia Beach,2.0,1201,5530.0,0,0,,
24147,Rich Creek,3.0,1201,185.0,541,476,117600.0,36406.0
47456,Quincy,5.0,1200,46.0,524,471,126800.0,52500.0
57035,Humboldt,14.0,1200,14.0,487,453,206000.0,64545.0
25234,Arnoldsburg,8.0,1200,26.0,598,493,87000.0,46522.0
32430,Clarksville,8.0,1199,14.0,618,499,69600.0,38561.0
31071,Pineview,7.0,1199,22.0,555,466,50900.0,33750.0
13807,Milford,5.0,1199,50.0,700,499,173400.0,47917.0
30425,Garfield,12.0,1198,17.0,593,459,81900.0,45347.0
62376,Ursa,7.0,1198,16.0,552,486,105300.0,50594.0
73090,Union City,8.0,1198,20.0,390,355,99900.0,61023.0
16695,Woodbury,5.0,1198,76.0,445,409,123300.0,49861.0
29592,Sellers,5.0,1197,28.0,506,441,48900.0,34375.0
76690,Walnut Springs,9.0,1197,15.0,580,431,82900.0,39022.0
56271,Murdock,16.0,1196,8.0,540,483,109500.0,52875.0
39665,Sontag,8.0,1196,20.0,614,494,65000.0,42614.0
77046,Houston,0.45454545454545453,1196,10239.0,964,846,295000.0,85493.0
83624,Grand View,53.0,1195,5.0,530,451,121400.0,39583.0
50073,Elkhart,5.0,1195,46.0,465,444,148600.0,61103.0
41250,Pilgrim,9.0,1195,16.0,547,473,58200.0,23889.0
42159,Oakland,9.0,1195,42.0,514,460,103400.0,52639.0
69024,Culbertson,16.0,1195,4.0,571,504,76500.0,52411.0
16045,Lyndora,1.0,1195,2068.0,626,528,75500.0,38056.0
16218,Cowansville,5.0,1195,42.0,561,438,114000.0,53000.0
54209,Egg Harbor,6.0,1195,30.0,2175,545,232700.0,57188.0
38759,Merigold,11.0,1194,19.0,530,471,83000.0,41014.0
63469,Shelbyville,9.0,1194,9.0,609,489,102300.0,42050.0
65046,Jamestown,8.0,1194,16.0,562,486,123600.0,50469.0
12430,Fleischmanns,6.0,1194,30.0,1157,502,190900.0,48333.0
73620,Arapaho,6.0,1194,10.0,464,421,76700.0,52188.0
41839,Mousie,4.0,1193,40.0,624,501,56600.0,24063.0
58530,Center,18.0,1193,4.0,611,505,91900.0,63696.0
18464,Tafton,4.0,1193,99.0,1257,503,259500.0,59000.0
83626,Greenleaf,2.0,1192,185.0,456,427,113500.0,41875.0
24237,Dante,8.0,1192,21.0,625,496,39200.0,24545.0
30660,Rayle,9.0,1191,12.0,606,461,83700.0,40781.0
27047,Siloam,4.0,1191,59.0,532,468,145700.0,41098.0
97438,Fall Creek,21.0,1191,11.0,491,456,267600.0,66367.0
77519,Batson,8.0,1191,29.0,513,453,54700.0,36487.0
54723,Bay City,6.0,1191,39.0,524,485,163700.0,48021.0
48028,Harsens Island,5.0,1190,67.0,1541,609,224200.0,58281.0
58579,Wilton,16.0,1190,5.0,609,520,133300.0,57059.0
73074,Paoli,4.0,1190,30.0,514,451,87000.0,50903.0
73724,Canton,7.0,1190,8.0,825,456,67500.0,43594.0
83810,Cataldo,18.0,1189,8.0,604,506,213500.0,44808.0
62090,Venice,2.0,1189,763.0,513,446,44400.0,21149.0
13464,Smyrna,7.0,1189,31.0,592,452,83900.0,53854.0
45867,Mount Blanchard,6.0,1189,46.0,484,438,96800.0,55750.0
26623,Frametown,10.0,1189,20.0,618,492,79800.0,28839.0
61262,Lynn Center,7.0,1188,28.0,492,473,159200.0,70313.0
54007,Deer Park,8.0,1188,25.0,497,464,176800.0,64375.0
76673,Mount Calm,9.0,1187,13.0,542,455,60600.0,48571.0
35554,Eldridge,8.0,1186,23.0,578,482,56300.0,29135.0
47974,Perrysville,7.0,1186,29.0,549,491,86300.0,44250.0
21636,Goldsboro,5.0,1186,54.0,486,438,195300.0,60926.0
38927,Enid,6.0,1186,19.0,493,445,52900.0,40972.0
59845,Hot Springs,33.0,1186,3.0,760,580,97300.0,26014.0
75449,Ladonia,8.0,1186,15.0,648,483,70400.0,35368.0
79543,Roby,11.0,1186,7.0,584,478,65000.0,46667.0
62017,Coffeen,6.0,1185,37.0,588,495,59400.0,39762.0
56309,Ashby,8.0,1185,22.0,774,501,165900.0,52465.0
63662,Patton,12.0,1185,18.0,566,462,128800.0,44659.0
75435,Deport,7.0,1185,18.0,591,499,58300.0,44043.0
54932,Eldorado,6.0,1185,39.0,446,438,186100.0,76103.0
85606,Cochise,13.0,1184,9.0,747,562,131800.0,27406.0
51238,Hospers,9.0,1184,26.0,484,453,92700.0,54896.0
51525,Carson,9.0,1184,20.0,520,481,116200.0,54336.0
51577,Walnut,12.0,1184,15.0,594,515,94700.0,55208.0
40060,Raywick,5.0,1184,27.0,527,464,114000.0,40813.0
41332,Hazel Green,8.0,1184,28.0,618,507,29700.0,26830.0
45034,Kings Mills,2.0,1184,1306.0,435,418,176300.0,86510.0
73664,Sentinel,12.0,1184,9.0,542,474,64300.0,38906.0
54149,Mountain,12.0,1184,9.0,1960,582,148000.0,39545.0
17228,Harrisonville,6.0,1183,41.0,529,429,151300.0,40167.0
78004,Bergheim,3.0,1183,45.0,481,448,296600.0,124592.0
84525,Green River,43.0,1183,1.0,497,411,93300.0,38594.0
50238,Russell,13.0,1182,10.0,570,474,76100.0,50185.0
04607,Gouldsboro,12.0,1182,24.0,808,506,146700.0,46016.0
20779,Tracys Landing,3.0,1182,182.0,534,464,448500.0,111500.0
73568,Temple,10.0,1182,13.0,648,482,46200.0,29635.0
18503,Scranton,0.7954545454545454,1182,2552.0,589,520,70600.0,15724.0
04932,Dixmont,5.0,1181,33.0,557,498,124500.0,52813.0
16224,Fairmount City,6.0,1181,59.0,527,485,74400.0,41573.0
68924,Axtell,13.0,1180,12.0,475,450,104000.0,52273.0
45317,Conover,7.0,1180,48.0,474,431,136500.0,76953.0
61001,Apple River,6.0,1179,30.0,1209,541,150600.0,51250.0
62912,Buncombe,7.0,1179,22.0,548,467,80400.0,45882.0
46057,Michigantown,5.0,1179,47.0,483,448,92800.0,65586.0
64861,Rocky Comfort,6.0,1179,21.0,515,417,60500.0,42083.0
68633,Dodge,14.0,1179,11.0,530,473,77300.0,44013.0
45326,Fletcher,4.0,1179,51.0,479,448,144600.0,54135.0
17099,Yeagertown,2.0,1179,769.0,530,486,67500.0,46736.0
26405,Moatsville,8.0,1179,22.0,602,473,79300.0,35893.0
62872,Opdyke,5.0,1178,50.0,462,408,74900.0,47240.0
66755,Moran,11.0,1178,9.0,588,477,50800.0,43929.0
70732,Fordoche,8.0,1178,28.0,515,462,96900.0,49432.0
74736,Garvin,6.0,1178,18.0,500,434,59900.0,44318.0
57276,White,11.0,1178,9.0,449,414,118900.0,55417.0
05906,Lunenburg,7.0,1178,24.0,758,513,116900.0,38382.0
02535,Chilmark,7.0,1177,48.0,2109,543,968000.0,67500.0
54442,Irma,10.0,1177,16.0,683,430,170300.0,43125.0
50585,Sioux Rapids,9.0,1176,18.0,568,491,74000.0,38125.0
14571,Waterport,4.0,1176,64.0,802,496,101100.0,54659.0
73430,Burneyville,8.0,1176,13.0,716,495,81300.0,55400.0
15927,Colver,1.0,1176,247.0,496,459,64000.0,34792.0
15015,Bradfordwoods,0.9659090909090909,1175,1256.0,499,476,271300.0,106875.0
15542,Garrett,6.0,1175,36.0,529,462,72400.0,45489.0
84071,Stockton,24.0,1175,11.0,407,363,198900.0,67200.0
62987,Stonefort,7.0,1174,14.0,557,472,62000.0,41702.0
47142,Mauckport,6.0,1174,32.0,542,466,84400.0,40500.0
38966,Webb,0.625,1174,27.0,453,409,66000.0,28125.0
13122,New Woodstock,5.0,1174,63.0,453,417,152100.0,47375.0
14803,Alfred Station,5.0,1174,47.0,609,491,117600.0,49375.0
38391,Denmark,6.0,1174,19.0,515,481,109400.0,39082.0
61014,Chadwick,8.0,1173,18.0,537,481,113800.0,55250.0
98846,Pateros,10.0,1173,13.0,603,443,223100.0,45625.0
04666,Pembroke,9.0,1172,19.0,787,506,109100.0,37426.0
12028,Buskirk,7.0,1172,52.0,488,445,186900.0,77143.0
18438,Lakeville,4.0,1172,159.0,1345,518,203300.0,42154.0
29934,Pineland,9.0,1172,17.0,530,434,80000.0,33065.0
38575,Moss,6.0,1172,28.0,596,502,90700.0,48113.0
80105,Deer Trail,22.0,1171,2.0,563,477,187500.0,56250.0
31625,Barney,6.0,1171,20.0,561,482,96700.0,30448.0
62621,Bluffs,6.0,1171,22.0,532,480,89800.0,55069.0
56580,Sabin,11.0,1171,18.0,440,422,158700.0,70250.0
64096,Waverly,13.0,1171,28.0,512,437,80600.0,35238.0
58053,Lidgerwood,14.0,1171,5.0,663,551,59700.0,43447.0
43734,Duncan Falls,2.0,1171,306.0,501,459,120400.0,55592.0
38379,Stantonville,6.0,1171,40.0,548,475,105500.0,40078.0
32190,Seville,5.0,1170,37.0,563,413,86800.0,39507.0
74957,Smithville,8.0,1170,5.0,658,487,69000.0,24919.0
57048,Montrose,12.0,1170,9.0,448,414,115900.0,58036.0
26717,Elk Garden,8.0,1170,28.0,549,452,65300.0,29310.0
36792,Randolph,7.0,1169,21.0,520,461,80400.0,32574.0
67070,Kiowa,8.0,1169,10.0,651,526,60900.0,45926.0
13081,King Ferry,5.0,1169,40.0,671,461,129200.0,52054.0
14822,Canaseraga,7.0,1169,24.0,722,479,67100.0,35708.0
79042,Happy,26.0,1169,3.0,558,464,58000.0,54821.0
04539,Bristol,12.0,1168,71.0,663,521,265800.0,56786.0
58059,Mapleton,11.0,1168,10.0,448,415,141500.0,67500.0
62875,Patoka,7.0,1167,17.0,529,468,55800.0,46917.0
47231,Dupont,5.0,1167,41.0,473,412,82800.0,44722.0
67054,Greensburg,15.0,1167,5.0,610,509,139900.0,44412.0
42036,Dexter,6.0,1167,44.0,533,478,76200.0,51719.0
63452,Lewistown,6.0,1167,12.0,570,475,68900.0,36620.0
84757,New Harmony,11.0,1167,23.0,555,437,280000.0,56534.0
12842,Indian Lake,20.0,1166,6.0,1499,568,126600.0,46563.0
14037,Cowlesville,4.0,1166,67.0,479,444,139400.0,74063.0
14753,Limestone,7.0,1166,21.0,573,486,60600.0,32708.0
27929,Currituck,3.0,1166,197.0,537,468,268900.0,86346.0
36785,Tyler,11.0,1165,9.0,561,467,69400.0,36364.0
51461,Schleswig,6.0,1165,23.0,534,482,87200.0,55568.0
04863,Vinalhaven,5.0,1165,50.0,1295,545,266000.0,56563.0
88124,Melrose,16.0,1165,1.0,637,509,76700.0,33889.0
74875,Tryon,6.0,1165,24.0,513,453,82100.0,33902.0
83833,Harrison,13.0,1164,11.0,1567,552,287500.0,46447.0
71326,Clayton,14.0,1164,14.0,559,439,44300.0,30538.0
04922,Burnham,6.0,1164,30.0,714,502,92700.0,30078.0
48502,Flint,0.8522727272727273,1164,2934.0,440,256,,28929.0
49623,Chase,7.0,1164,20.0,912,484,81800.0,35590.0
56534,Erhard,10.0,1164,19.0,632,484,156900.0,50489.0
59317,Broadus,36.0,1164,1.0,672,513,105100.0,42065.0
68758,Newman Grove,15.0,1164,10.0,575,497,75400.0,42283.0
68927,Bertrand,15.0,1164,8.0,519,468,88700.0,50000.0
12502,Ancram,6.0,1164,36.0,745,485,275000.0,64545.0
17260,Shirleysburg,6.0,1164,33.0,569,460,102100.0,38229.0
52053,Holy Cross,10.0,1163,20.0,453,428,121600.0,48750.0
21733,Fairplay,2.0,1163,192.0,428,399,242900.0,82778.0
63945,Harviell,5.0,1163,43.0,546,470,100100.0,24250.0
43462,Rudolph,6.0,1163,45.0,483,437,103900.0,49414.0
15142,Presto,1.0,1163,793.0,487,452,596900.0,124867.0
72769,Summers,7.0,1162,29.0,478,406,115500.0,37708.0
92518,March Air Reserve Base,2.0,1162,98.0,717,564,228100.0,62652.0
12474,Roxbury,7.0,1162,26.0,943,542,159000.0,51750.0
12726,Cochecton,6.0,1162,40.0,811,482,165900.0,58208.0
13731,Andes,11.0,1162,13.0,1287,562,178600.0,46000.0
17765,Roaring Branch,10.0,1162,14.0,657,453,155000.0,50455.0
37219,Nashville,0.625,1162,5489.0,1111,852,239900.0,52232.0
